TEXT;SENTIMEN
 lawan covid dgn prokes vaksin  prokestetapjalan nsenin pagi ;Positif
 semoga masyarakat melek efek bahaya mengerikan akibat suntikan vaksin bikinan rakyatmelawanmandatory ;Negatif
 vaksin  efektif xbc prokestetapjalan nsenin pagi ;Positif
 anggota dewan asn membuktikan vaksin rakyat percaya vaksin berguna ;Positif
 vaksin  terbukti efektif melindungi covid prokestetapjalan nsenin pagi ;Positif
 menunggu emergency use authorization nya vaksin covid buatan minggu minggu erick tennis indoor senayan jakarta rabu agustus jokowi bigmouthep ;Positif
 khawatir fungsi vaksin  mencegah gejala berat long covid nkarena vaksinasi lengkap  bergejala berat mengalami sindrom pasca covid prokestetapjalan nsenin pagi ;Positif
 covidiot nolak vaksin jokowi menyarankan vaksin wkwkwkwk ;Negatif
 anyek vaksin ngorbitin disolo ;Positif
 gak ngutang bayar vaksin gratis kah bangun infrastruktur hutang hutangnya kelola gak ;Negatif
 alhamdulillah nvaksin covid buatan bio farma diluncurkan masyarakat presiden jokowi sdh nama vaksin buatan perusahaan farmasi pelat merah menunggu izin uea vaksin covid bangkitbersamaet ;Positif
 indonesia mandiri vaksin nmas menteri bumn erick thohir vaksin covid buatan bio farma diluncurkan masyarakat nbahkan padeh jokowi nama vaksin buatan perusahaan farmasi pelat merah bangkitbersamaet ;Positif
 peluncuran vaksin covid bio farma langkah indonesia kemandirian obat vaksin ;Positif
 menteri bumn vaksin covid buatan bio farma meluncur publik npresiden nama vaksin buatan perusahaan farmasi bumn bangkitbersamaet ;Positif
 gimana bicar digitalisasi ktp ktp aja vaksin mintai fotocopy ktp ;Negatif
 menteri bumn pastikan vaksin bio farma meluncur nama presiden jokowi utk vaksin udah beliau kantongi nsiap  sob pandemi blm jepang korsel australia omicron merajalela  bangkitbersamaet ;Positif
 vaksin covid buatan meluncur agustus jokowi siapkan nama nrest peace dewangga terimakasihgaby pengabdi setan planet ban ;Positif
 menteri bumn erick thohir vaksin covid diproduksi bumn bio farma diluncurkan nmenurut vaksin produksi biofarma nama presiden jokowi upaya mengurangi ketergantungan thd vaksin import bangkitbersamaet ;Positif
 menteri bumn erick thohir;Positif
 capaian vaksin  persen pemerintah imbau nakes suntik vaksin keempat nprogram jokowi terdepan ;Positif
 capaian vaksin  persen pemerintah imbau nakes suntik vaksin keempat program jokowi terdepan ;Positif
 kabar gembira sari menteri bumn vaksin covid buatan bio farma meluncur masyarakat nbahkan presiden jokowi nama pasa vaksin buatan bumn bangkitbersamaet ;Positif
 capaian vaksin rendah pemerintah vaksinasi daerah dindonesoa nprogram jokowi terdepan ;Positif
 bio farma mendaftarkan hasil uji klinis fase vaksin covid rangkaian proses mendapatkam izin edar darurat emergency use authorization eua badan pom njokowi lawan pandemi ;Positif
 vaksin covid buatan bio farma diluncurkan masyarakat presiden jokowi nama vaksin buatan perusahaan farmasi pelat merah menunggu proses izin penggunaan darurat vaksin tsb bangkitbersamaet ;Positif
 vaksin jgn menghentikan pandemi jgn berlarut dgn kondisi negara kta sperti nprogram jokowi terdepan ;Positif
 vaksin  mlindungi tubuh serangan virus menular nprogram jokowi terdepan ;Positif
 vaksin  efektif cegah kematian akibat covid nprogram jokowi terdepan ;Positif
 kejar target akselerasi vaksin peningkatan herd immunity nprogram jokowi terdepan ;Positif
 vaksin aman nprogram jokowi terdepan ;Positif
 vaksin covid anak teruji terjamin keamanannya program jokowi terdepan ;Positif
 vaksin indonesia teruji aman bermanfaat melindungi keluarga paparan covid program jokowi terdepan ;Positif
 waspada hoax terkait vaksin vaksin aman mencegah penularan covid program jokowi terdepan ;Positif
 kabar erick thohir vaksin covid buatan bio farma indonesia luncutkan npresiden jokowi nama vaksin bangkitbersamaet ;Positif
 bio farma mendaftarkan hasil uji klinis fase vaksin covid rangkaian proses mendapatkam izin edar darurat emergency use authorization eua badan pom lawan pandemi ;Positif
 menteri bumn kabar gembira vaksin covid buatan bio farma indonesia meluncur masyarakat presiden jokowi nama vaksin nindonesia hebat xaa bangkitbersamaet ;Positif
 cabut syarat  perjalanan cabut vaksin  ;Positif
 akselerasi vaksin  program jokowi terdepan ;Positif
 manfaat vaksin  program jokowi terdepan ;Positif
 vaksin  program jokowi terdepan ;Positif
 kejar target akselerasi vaksin program jokowi terdepan ;Positif
 ayo vaksin program jokowi terdepan ;Positif
 vaksin  efektif cegah covid program jokowi terdepan ;Positif
 vaksin  tingkatkan kekebalan tubuh program jokowi terdepan ;Positif
 bio farma mendaftarkan hasil uji klinis fase vaksin vid rangkaian proses mendapatkam izin edar darurat emergency use authorization eua badan pom ;Positif
 vaksin covid bio farma meluncur nmenteri bumn erick thohir vaksin covid buatan bio farma diluncurkan masyarakat presiden jokowi nama vaksin buatan perusahaan farmasi pelat merah bangkitbersamaet ;Positif
 mohon cek puskesmas benda vaksin  umpetin belm jam sekuriti bilang kuota habis krn borong vaksin dijual suami ancam lapor sekuriti mengeluarkan antrian kantong nya ;Negatif
 bio farma mendaftarkan hasil uji klinis fase vaksin covid sbagai rngkaian proses mendapatkam izin edar dlam darurat emergency use authorization eua badan pom ;Positif
 menteri bumn vaksin covid buatan bio farma diluncurkan masyarakat presiden nama vaksin buatan perusahaan farmasi bumn bangkitbersamaet ;Positif
 indonesia tergantung dgn negara kebutuhan vaksin covid bio farma memproduksi vaksin nnama vaksin tlh ditetapkan presiden jokowi diluncurkan masyarakat bangkitbersamaet ;Positif
 vaksin covid diproduksi bio farma indonesia mengimpor negara harganya murah menghemat cadangan devisa eksport negara lawan pandemi ;Positif
 indonesia memproduksi vaksin covid ;Positif
 indonesia sehat nindonesia kuat xaa xaa xaa nvaksin yoo ;Positif
 nvaksinasi covid bumn hasil kerja bumn farmasi bio farma baylor college medicine terdaftar tahap pengembangan kandidat vaksin who covid juni njokowi lawan pandemi ;Positif
 alhamdulillah kemandirian vaksin terwujud nbio farma mendaftarkan hasil uji klinis fase vaksin covid rangkaian proses mendapatkam izin edar darurat emergency use authorization eua badan pom ;Positif
 vaksin rezim pemaksaan melanggar bekal tambahan utk melengganga dgn indah kejahatan ham berat ;Positif
 presiden jokowi nama vaksin buatan bumn tegaskan indonesia bergantung vaksin negara bangkitbersamaet ;Positif
 vaksin covid bumn hasil kerja bumn farmasi bio farma baylor college medicine terdaftar tahap pengembangan kandidat vaksin who covid juni ;Positif
 uji klinis fase vaksin covid bumn dilaksanakan center studi the track ;Positif
 bio farma menyelesaikan audit vaksin covid lppom mui rencananya tersertifkasi aspek kehalalannya ;Positif
 cacar monyet media indonesia melengkapi tulisan minggu kompas republika nperlu komunikasi risiko surveilan epidemiologi kesiapan petugas kesehatan ketersediaan vaksin sarana ;Positif
 menteri bumn vaksin covid buatan bio farma diluncurkan masyarakat presiden nama vaksin buatan perusahaan farmasi pelat merah bangkitbersamaet ;Positif
 relawan dipantau keamanan keefektifan vaksin memunculkan kekebalan tubuh asrawati ;Positif
 vaksin covid diproduksi bio farma indonesia mengimpor negara harganya murah menghemat cadangan devisa eksport negara soedjatmiko ;Positif
 memperhatikan standar keamanan khasiat efikasi mutu dikeluarkan badan pom memenuhi standar who vaksin covid dipakai program vaksinasi covid indonesia ;Positif
 dilanjutkan evaluasi enam yetty movieta nency ibclc ndalam kondisi darurat penelitian vaksin covid akselerasi ;Positif
 uji klinis fase mengevaluasi memilih dosis vaksin terbaik berlanjut fase kandidat formula melibatkan subjek relawan berusia april ;Positif
 tahapannya uji klinis fase mengevaluasi keamanan preliminary imunogenisitas vaksin melibatkan subjek berusia februari hasil ;Positif
 uji klinis sesuai standar uji klinis vaksin who bpom vaksin tahapan uji klinis nsudjatmiko vaksin covid bumn teknologi subunit protein rekombinan protein receptor binding domain rbd ;Positif
 vaksin covid bukti indonesia mandiri ;Positif
 sudjatmiko vaksin covid bumn hasil kerja bumn farmasi bio farma baylor college medicine terdaftar tahap pengembangan kandidat vaksin who covid juni ;Positif
 uji klinis bertujuan membuktikan vaksin covid buatan bio farma aman meningkatkan kadar antibodi bermakna melawan covid diharapkan berkhasiat effikasi melindungi sakit berat kematian covid sesuai standar bpom ;Positif
 medical advisor tim uji klinis vaksin covid bumn prof soedjatmiko spa msi uji klinis total subjek relawan nasional optimistis uji klinis vaksin covid bumn selesai sesuai jadwal ;Positif
 uji klinis fase vaksin covid bumn dilaksanakan center studi the track center studi uji vaksin jakarta undip semarang universitas andalas padang universitas hasanuddin makassar ;Positif
 mudah mudahan agustus memiliki vaksin buatan indonesia persembahan indonesia memutus mata rantai covid keterangan resmi diterima kamis ;Positif
 news npada agustus memiliki vaksin buatan indonesia persembahan indonesia memutus mata rantai covid lawan pandemi ;Positif
 menteri bumn vaksin covid buatan bio farma diluncurkan masyarakat presiden jokowi nama vaksin buatan perusahaan farmasi pelat merah tsb bangkitbersamaet ;Positif
 tolong dievaluasi syarat pembuatan skck vaksin nsaya catatan melanggar hukum vaksin skck njelas melanggar ham nini otoriter viralindonesia ;Positif
 breaking news bestiee nmenteri bumn vaksin covid bio farma meluncur masyarakat presiden jokowi sdh nama vaksin buatan bumn bangkitbersamaet ;Positif
 pengumuman nvaksin covid bio farma meluncur masyarakat nih nini salah wujud kemandirian indonesia bidang kesehatan blm vaksin bumn sdh nama jokowi gratis berbayar bangkitbersamaet ;Positif
 langkah nyata mengurangi impor vaksin menteri bumn vaksin covid buatan bio farma diluncurkan masyarakat presiden nama vaksin buatan bumn bangkitbersamaet ;Positif
 vaksin covid buatan bio farma meluncur masyarakat bestie vaksin nama presiden jokowi njadi tunggu aja bangkitbersamaet ;Positif
 hai dokter klu lwn kebijakan vaksin boster jokowi dpr lbp menkes slh alamat klu lmpr anies baswedan kuliah dmn sih dokter ;Negatif
 menteri bumn vaksin bumn virus corona rampung menunggu emergency use authorization uea vaksi diluncurkan publik siapoan namanya presiden jokowi bangkitbersamaet ;Positif
 pemerintah jokowi indonesia berhasil ciptakan vaksin covid tasyaxtrafarasya npengabdi setan ;Positif
 jokowi siapkan nama resmi vaksin bumn njokowi siapkan nama vaksin covid bumn nama resmi vaksin bumn dipublikasikan regulasi gratis berbayar masyarakat ceritaserem saldokaget pagii ;Positif
 menteri bumn nvaksin covid bio farma meluncur nvaksin covid buatan bio farma diluncurkan masyarakat nbahkan presiden nama vaksin buatan perusahaan farmasi pelat merah bangkitbersamaet ;Positif
 jokowi siapkan nama resmi vaksin bumn njokowi siapkan nama vaksin covid bumn nama resmi vaksin bumn dipublikasikan regulasi gratis berbayar masyarakat ceritaserem irene pagii ;Positif
 jokowi siapkan nama resmi vaksin bumn njokowi siapkan nama vaksin covid bumn nama resmi vaksin bumn dipublikasikan regulasi gratis berbayar masyarakat weareoneexo dukungjne saldokaget ;Positif
 menteri bumn vaksin covid buatan bio farma diluncurkan masyarakat presiden nama vaksin buatan perusahaan farmasi pelat merah nkita tunggu ajah support banget deh  bangkitbersamaet ;Positif
 kabar gembira vaksin covid indonesia buatan bio farma bumn meluncur nbahkan namanya presiden nkita tunggu  bangkitbersamaet ;Positif
 pssi butuh hektar dikasih hektar nrakyat butuh sembako murah dikasih vaksin ;Negatif
 langkah pemerintah kementerian bumn biofarma meluncurkan vaksin covid produksi indonesia vaksin covid buatan biofarma nama presiden jokowi bangkitbersamaet ;Positif
 knp narasi tdk membumi krn tantangan dpn lbh nharapan ttg pengganti jokowi ntdk tdk berpikir global lihat perang rusia ukraina melambungkan harga gandum terigu covid kebutuhan vaksin alat hrs impor ;Positif
 dengar vaksin covid rakyat stress pikiran mudah antibodi menurun covid sakit kepala stress depresi ;Negatif
      lucu banget surat temenku ditempelin perangko jokowi vaksin covid ;Positif
 upacara bendera agustus istana negara presiden npenting sertifikat vaksin  lupa ;Positif
 biar bangkrut aja mall udah kaki tangan pemaksaan vaksin klo bangkrut coba ganti rugi luhut jokowi ;Negatif
 iya dki propinsi kali langsung menyambut wajibkan rakyatnya vaksin stlh instruksi pempus jokowi luhut menkes ;Positif
 pemerintah tdk duit utk membiayainya ndana pemilu ntapi membangub ikn harga mati nsubsidi bbm memberatkan belanja vaksin nekonomi cari hutang nbegitulah jokowi mengelola keuangan negara nsangat kacau payah ;Negatif
 intinya jualan obt vaksin indonesia terlibat dlmnya sadar puluhan ribu nyawa rkyat indonesia melayang sia mrka mncoblos jokowi termsuk tetangga saudara seklipun tdk pndang bulu ;Negatif
 terawan direshufle presiden krn terikat sumpah dokter beliau gak dipaksa pake vaksin teruji cov penyakit nsekali keputusan politishit kepentingan macem disitu dokter dikorbankan mrk ;Negatif
 haiss nsiapa tereak maki maki terawan pengadaan vaksin dipercepat pramuka kolega nsiapa musuhi terawan kebijakannya gak sesuai ;Negatif
 menkes skrg dipilih krn beliau dokter menabrak smua aturan medis krn tdk terikat sumpah dokter contohnya pemaksaan vaksin cov obat cov tindakan bertabrakan etika kedokteran ;Negatif
 menkes jokowi jemaah haji suntik vaksin  pulang rumah proteksi tubuh ;Positif
 mohon attensinya ;Positif
sesuai semangat kebangkitan vaksinkaryaindonesia ;Positif
vaksinkaryaindonesia karya anak bangsa patut apresiasi ;Positif
indonesia hebat vaksin npresiden jokowi nama khusus vaksin vaksinkaryaindonesia ;Positif
ditunggu tunggu vaksinkaryaindonesia ;Negatif
wahh keren vaksinkaryaindonesia ;Positif
ragu vaksin vaksin bumn standar klinis vaksin bpom vaksinkaryaindonesia ;Negatif
kereen banget vaksin buatan indonesia teknologi vaksinkaryaindonesia ;Positif
excited agustus indonesia memperkenalkan vaksin bumn vaksinkaryaindonesia ;Positif
vaksinkaryaindonesia publish ;Positif
seneng banget vaksinkaryaindonesia publish ;Positif
pengkhianat menjadikan rakyat kelinci percobaan bisnis pencabut nyawa bernama vaksin covid membodohi menindas rakyat jokowipdipberkhianat jokowipdipberkhianat ;Negatif
vaksin covid bumn teknologi subunit protein rekombinan kualitasnya teruji kesehatan keselamatan tubuh vaksinkaryaindonesia ;Positif
keren nggak vaksin buatan vaksinkaryaindonesia ;Positif
presiden jokowi mnyiapaka nama khusus mndapatkan vaksin covid bumn farma vaksinkaryaindonesia ;Positif
presiden jokowi nama khusus vaksin covid bumn farma vaksinkaryaindonesia ;Positif
hasil klinis vaksin covid bumn udah didaftarkan semoga memperkuat antibodi vaksinkaryaindonesia ;Negatif
vaksin buatan vaksinkaryaindonesia ;Positif
wahh manteb keren abis vaksin covid bumn teknologi subunit protein rekombinan kualitasnya terbaik kesehatan keselamatan tubuh vaksinkaryaindonesia ;Positif
semangat vaksin bangga mendukung vaksin vaksinkaryaindonesia ;Negatif
keren abis vaksin covid bumn teknologi subunit protein rekombinan kualitasnya terbaik kesehatan keselamatan tubuh vaksinkaryaindonesia ;Positif
